dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_mean,SID_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_5_nodes_5_edges_none_ER,MPC,0.01,0.0,3.5,0.51,0.11,0.18,0.63,0.19,0.07,0.12,0.89,0.18,0.63,0.19,0.73,0.18,1.88,0.98,5.58,2.78,npy,dag,5,5,5,ER,ER,0.376,0.196,5.58,2.78,5.58,2.78,1.116,0.5559999999999999,1.116,0.5559999999999999,1.116,0.5559999999999999
dag_5_nodes_5_edges_none_ER,MPC-LLM,0.01,0.0,4.48,0.5,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.0,0.9,0.1,0.94,0.06,0.52,0.5,1.56,1.51,npy,dag,5,5,5,ER,ER,0.10400000000000001,0.1,1.56,1.51,1.56,1.51,0.312,0.302,0.312,0.302,0.312,0.302
dag_5_nodes_5_edges_none_SF,MPC,0.0,0.0,2.0,0.53,0.0,0.04,0.5,0.12,0.0,0.02,0.99,0.04,0.5,0.12,0.68,0.04,2.04,0.45,2.98,0.59,npy,dag,5,5,4,SF,SF,0.51,0.1125,2.98,0.59,2.98,0.59,0.745,0.1475,0.745,0.1475,0.745,0.1475
dag_5_nodes_5_edges_none_SF,MPC-LLM,0.0,0.0,2.06,0.47,0.48,0.1,0.26,0.05,0.17,0.05,0.52,0.1,0.26,0.05,0.34,0.04,2.98,0.25,7.92,0.9,npy,dag,5,5,4,SF,SF,0.745,0.0625,7.92,0.9,7.92,0.9,1.98,0.225,1.98,0.225,1.98,0.225
dag_5_nodes_5_edges_none_random,MPC,0.01,0.0,2.06,0.31,0.01,0.06,0.4,0.03,0.01,0.04,0.99,0.06,0.4,0.03,0.57,0.02,3.0,0.2,8.04,0.28,npy,dag,5,5,5,random,LT,0.6,0.04,8.04,0.28,8.04,0.28,1.6079999999999999,0.05600000000000001,1.6079999999999999,0.05600000000000001,1.6079999999999999,0.05600000000000001
dag_5_nodes_5_edges_none_random,MPC-LLM,0.01,0.0,5.02,0.14,0.0,0.02,1.0,0.0,0.0,0.03,1.0,0.02,1.0,0.0,1.0,0.01,0.02,0.14,0.0,0.0,npy,dag,5,5,5,random,LT,0.004,0.028000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dag_5_nodes_5_edges_semantics_ER,MPC,0.01,0.0,2.94,0.42,0.0,0.0,0.59,0.08,0.0,0.0,1.0,0.0,0.59,0.08,0.75,0.0,2.06,0.42,4.08,0.57,npy,dag,5,5,5,ER,ER,0.41200000000000003,0.08399999999999999,4.08,0.57,4.08,0.57,0.8160000000000001,0.11399999999999999,0.8160000000000001,0.11399999999999999,0.8160000000000001,0.11399999999999999
dag_5_nodes_5_edges_semantics_ER,MPC-LLM,0.01,0.0,2.94,0.42,0.0,0.0,0.59,0.08,0.0,0.0,1.0,0.0,0.59,0.08,0.75,0.0,2.06,0.42,4.08,0.57,npy,dag,5,5,5,ER,ER,0.41200000000000003,0.08399999999999999,4.08,0.57,4.08,0.57,0.8160000000000001,0.11399999999999999,0.8160000000000001,0.11399999999999999,0.8160000000000001,0.11399999999999999
dag_5_nodes_5_edges_semantics_SF,MPC,0.01,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.67,0.0,2.0,0.0,3.0,0.0,npy,dag,5,5,4,SF,SF,0.5,0.0,3.0,0.0,3.0,0.0,0.75,0.0,0.75,0.0,0.75,0.0
dag_5_nodes_5_edges_semantics_SF,MPC-LLM,0.01,0.0,4.0,0.0,0.0,0.04,1.0,0.04,0.0,0.02,1.0,0.04,1.0,0.04,1.0,0.04,0.04,0.28,0.02,0.14,npy,dag,5,5,4,SF,SF,0.01,0.07,0.02,0.14,0.02,0.14,0.005,0.035,0.005,0.035,0.005,0.035
dag_5_nodes_5_edges_semantics_random,MPC,0.01,0.0,3.5,0.71,0.3,0.27,0.5,0.18,0.2,0.15,0.7,0.27,0.5,0.18,0.63,0.13,2.52,0.91,7.84,2.59,npy,dag,5,5,5,random,LT,0.504,0.182,7.84,2.59,7.84,2.59,1.568,0.518,1.568,0.518,1.568,0.518
dag_5_nodes_5_edges_semantics_random,MPC-LLM,0.01,0.0,5.0,0.2,0.0,0.02,1.0,0.03,0.0,0.03,1.0,0.02,1.0,0.03,1.0,0.02,0.04,0.2,0.02,0.14,npy,dag,5,5,5,random,LT,0.008,0.04,0.02,0.14,0.02,0.14,0.004,0.028000000000000004,0.004,0.028000000000000004,0.004,0.028000000000000004
dag_5_nodes_7_edges_degrees_ER,MPC,0.01,0.0,4.6,0.53,0.02,0.14,0.64,0.12,0.04,0.28,0.98,0.14,0.64,0.12,0.79,0.05,2.54,0.93,8.64,1.57,npy,dag,5,7,7,ER,ER,0.3628571428571429,0.13285714285714287,8.64,1.57,8.64,1.57,1.2342857142857144,0.22428571428571428,1.2342857142857144,0.22428571428571428,1.2342857142857144,0.22428571428571428
dag_5_nodes_7_edges_degrees_ER,MPC-LLM,0.01,0.0,4.56,0.5,0.0,0.0,0.65,0.07,0.0,0.0,1.0,0.0,0.65,0.07,0.79,0.05,2.44,0.5,8.44,0.5,npy,dag,5,7,7,ER,ER,0.3485714285714286,0.07142857142857142,8.44,0.5,8.44,0.5,1.2057142857142857,0.07142857142857142,1.2057142857142857,0.07142857142857142,1.2057142857142857,0.07142857142857142
dag_5_nodes_7_edges_degrees_SF,MPC,0.0,0.0,0.84,1.0,0.0,0.0,0.21,0.25,0.0,0.0,1.0,0.0,0.21,0.25,0.67,0.0,3.16,1.0,5.32,1.99,npy,dag,5,7,4,SF,SF,0.79,0.25,5.32,1.99,5.32,1.99,1.33,0.4975,1.33,0.4975,1.33,0.4975
dag_5_nodes_7_edges_degrees_SF,MPC-LLM,0.0,0.0,2.06,0.31,0.02,0.08,0.5,0.0,0.01,0.05,0.98,0.08,0.5,0.0,0.66,0.03,2.04,0.2,3.12,0.63,npy,dag,5,7,4,SF,SF,0.51,0.05,3.12,0.63,3.12,0.63,0.78,0.1575,0.78,0.1575,0.78,0.1575
dag_5_nodes_7_edges_degrees_random,MPC,0.01,0.0,3.28,0.67,0.33,0.13,0.32,0.13,0.35,0.19,0.67,0.13,0.32,0.13,0.43,0.13,4.78,0.91,13.54,2.27,npy,dag,5,7,7,random,LT,0.6828571428571429,0.13,13.54,2.27,13.54,2.27,1.9342857142857142,0.3242857142857143,1.9342857142857142,0.3242857142857143,1.9342857142857142,0.3242857142857143
dag_5_nodes_7_edges_degrees_random,MPC-LLM,0.01,0.0,4.58,0.61,0.09,0.11,0.59,0.04,0.16,0.2,0.91,0.11,0.59,0.04,0.71,0.05,3.24,0.62,9.32,0.91,npy,dag,5,7,7,random,LT,0.4628571428571429,0.08857142857142856,9.32,0.91,9.32,0.91,1.3314285714285714,0.13,1.3314285714285714,0.13,1.3314285714285714,0.13
dag_5_nodes_7_edges_none_ER,MPC,0.01,0.0,2.0,1.8,0.2,0.17,0.19,0.16,0.23,0.25,0.66,0.05,0.19,0.16,0.42,0.05,5.72,1.11,12.98,1.85,npy,dag,5,7,7,ER,ER,0.8171428571428571,0.15857142857142859,12.98,1.85,12.98,1.85,1.8542857142857143,0.2642857142857143,1.8542857142857143,0.2642857142857143,1.8542857142857143,0.2642857142857143
dag_5_nodes_7_edges_none_ER,MPC-LLM,0.01,0.0,5.96,0.28,0.0,0.02,0.85,0.03,0.01,0.05,1.0,0.02,0.85,0.03,0.92,0.02,1.08,0.27,3.12,0.48,npy,dag,5,7,7,ER,ER,0.1542857142857143,0.038571428571428576,3.12,0.48,3.12,0.48,0.44571428571428573,0.06857142857142857,0.44571428571428573,0.06857142857142857,0.44571428571428573,0.06857142857142857
dag_5_nodes_7_edges_none_SF,MPC,0.0,0.0,0.36,0.78,0.02,0.14,0.08,0.19,0.01,0.05,0.89,0.33,0.08,0.19,0.67,0.0,3.7,0.76,4.58,1.21,npy,dag,5,7,4,SF,SF,0.925,0.19,4.58,1.21,4.58,1.21,1.145,0.3025,1.145,0.3025,1.145,0.3025
dag_5_nodes_7_edges_none_SF,MPC-LLM,0.0,0.0,1.22,0.42,0.0,0.0,0.3,0.1,0.0,0.0,1.0,0.0,0.3,0.1,0.46,0.11,2.78,0.42,3.62,0.75,npy,dag,5,7,4,SF,SF,0.695,0.105,3.62,0.75,3.62,0.75,0.905,0.1875,0.905,0.1875,0.905,0.1875
dag_5_nodes_7_edges_none_random,MPC,0.01,0.0,3.32,2.27,0.2,0.28,0.35,0.28,0.3,0.49,0.74,0.29,0.35,0.28,0.54,0.26,4.6,1.96,13.06,3.87,npy,dag,5,7,7,random,LT,0.6571428571428571,0.27999999999999997,13.06,3.87,13.06,3.87,1.8657142857142859,0.5528571428571428,1.8657142857142859,0.5528571428571428,1.8657142857142859,0.5528571428571428
dag_5_nodes_7_edges_none_random,MPC-LLM,0.01,0.0,6.5,0.65,0.0,0.02,0.93,0.09,0.01,0.05,1.0,0.02,0.93,0.09,0.96,0.05,0.54,0.61,1.08,1.41,npy,dag,5,7,7,random,LT,0.07714285714285715,0.08714285714285715,1.08,1.41,1.08,1.41,0.1542857142857143,0.20142857142857143,0.1542857142857143,0.20142857142857143,0.1542857142857143,0.20142857142857143
dag_5_nodes_7_edges_semantics_ER,MPC,0.01,0.0,6.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,1.0,0.0,0.86,0.0,0.92,0.0,1.0,0.0,2.0,0.0,npy,dag,5,7,7,ER,ER,0.14285714285714285,0.0,2.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0
dag_5_nodes_7_edges_semantics_ER,MPC-LLM,0.01,0.0,7.0,0.0,0.14,0.0,0.86,0.0,0.33,0.0,0.86,0.0,0.86,0.0,0.86,0.0,1.0,0.0,7.0,0.0,npy,dag,5,7,7,ER,ER,0.14285714285714285,0.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
dag_5_nodes_7_edges_semantics_SF,MPC,0.0,0.0,0.08,0.4,0.0,0.0,0.02,0.1,0.0,0.0,1.0,0.0,0.02,0.1,0.67,0.0,3.92,0.4,5.84,0.79,npy,dag,5,7,4,SF,SF,0.98,0.1,5.84,0.79,5.84,0.79,1.46,0.1975,1.46,0.1975,1.46,0.1975
dag_5_nodes_7_edges_semantics_SF,MPC-LLM,0.0,0.0,2.24,0.66,0.01,0.07,0.56,0.17,0.0,0.02,0.99,0.07,0.56,0.17,0.72,0.11,1.78,0.68,2.56,1.34,npy,dag,5,7,4,SF,SF,0.445,0.17,2.56,1.34,2.56,1.34,0.64,0.335,0.64,0.335,0.64,0.335
dag_5_nodes_7_edges_semantics_random,MPC,0.01,0.0,1.32,1.19,0.28,0.25,0.11,0.12,0.19,0.17,0.53,0.11,0.11,0.12,0.26,0.12,6.26,0.83,15.1,1.43,npy,dag,5,7,7,random,LT,0.8942857142857142,0.11857142857142856,15.1,1.43,15.1,1.43,2.157142857142857,0.20428571428571426,2.157142857142857,0.20428571428571426,2.157142857142857,0.20428571428571426
dag_5_nodes_7_edges_semantics_random,MPC-LLM,0.01,0.0,5.54,0.5,0.0,0.0,0.79,0.07,0.0,0.0,1.0,0.0,0.79,0.07,0.88,0.05,1.46,0.5,4.8,1.98,npy,dag,5,7,7,random,LT,0.20857142857142857,0.07142857142857142,4.8,1.98,4.8,1.98,0.6857142857142857,0.28285714285714286,0.6857142857142857,0.28285714285714286,0.6857142857142857,0.28285714285714286
dag_10_nodes_10_edges_degrees_ER,ABAPC-LLM,0.2635925196390599,0.060302052559776935,,,,,,,,,0.7460852,0.08248871337117976,0.6602,0.07327582779317825,0.6993938000000002,0.07179821553947603,3.418,0.7625654873182889,19.038,4.678604798136178,csv,dag,10,10,10,ER,ER,0.3418,0.07625654873182888,19.038,4.678604798136178,19.038,4.678604798136178,1.9038,0.4678604798136178,1.9038,0.4678604798136178,1.9038,0.4678604798136178
dag_10_nodes_10_edges_degrees_ER,ABAPC,0.26162962200120093,0.06019759014943914,,,,,,,,,0.6870852,0.08877772379260418,0.6086,0.08451566694515092,0.6444234,0.08222855647795954,3.9339999999999997,0.863691649436373,20.541999999999998,5.154989261454798,csv,dag,10,10,10,ER,ER,0.39339999999999997,0.0863691649436373,20.541999999999998,5.154989261454798,20.541999999999998,5.154989261454798,2.0542,0.5154989261454798,2.0542,0.5154989261454798,2.0542,0.5154989261454798
dag_10_nodes_10_edges_degrees_SF,ABAPC-LLM,0.21489120358601213,0.10509490668220596,,,,,,,,,0.853313,0.04482665403549701,0.7062516,0.053255101156619855,0.7717616666666669,0.04190553593305707,2.764,0.6040242970890516,5.1080000000000005,0.6771140573876886,csv,dag,10,10,9,SF,SF,0.3071111111111111,0.0671138107876724,5.1080000000000005,0.6771140573876886,5.1080000000000005,0.6771140573876886,0.5675555555555556,0.07523489526529874,0.5675555555555556,0.07523489526529874,0.5675555555555556,0.07523489526529874
dag_10_nodes_10_edges_degrees_SF,ABAPC,0.21924433537758886,0.10776077390080951,,,,,,,,,0.8445225,0.054755259334103225,0.6986968,0.05734134304499748,0.7636523,0.049589916686247654,2.8320000000000003,0.6849519572009918,5.348,0.8560087735579369,csv,dag,10,10,9,SF,SF,0.3146666666666667,0.07610577302233242,5.348,0.8560087735579369,5.348,0.8560087735579369,0.5942222222222222,0.09511208595088189,0.5942222222222222,0.09511208595088189,0.5942222222222222,0.09511208595088189
dag_10_nodes_10_edges_degrees_random,ABAPC-LLM,0.14165694825351235,0.0571602317944594,,,,,,,,,0.7706632333333334,0.11017265383064574,0.4861666666666666,0.0997555117851604,0.5930181,0.0995821806104177,5.258333333333334,1.1164877001474305,19.28033333333333,3.4125961981739628,csv,dag,10,10,10,random,LT,0.5258333333333334,0.11164877001474305,19.28033333333333,3.4125961981739628,19.28033333333333,3.4125961981739628,1.928033333333333,0.3412596198173963,1.928033333333333,0.3412596198173963,1.928033333333333,0.3412596198173963
dag_10_nodes_10_edges_degrees_random,ABAPC,0.14055420760065312,0.058465954669810916,,,,,,,,,0.6869248666666665,0.13981256873948378,0.43766666666666665,0.11679778831814012,0.5319729666666666,0.12436587653853615,5.743333333333335,1.282889312708673,23.290333333333336,5.484986817257407,csv,dag,10,10,10,random,LT,0.5743333333333335,0.1282889312708673,23.290333333333336,5.484986817257407,23.290333333333336,5.484986817257407,2.3290333333333337,0.5484986817257407,2.3290333333333337,0.5484986817257407,2.3290333333333337,0.5484986817257407
dag_10_nodes_10_edges_none_ER,ABAPC-LLM,0.5382291083224118,0.0774251521854598,,,,,,,,,0.4455720000000001,0.030228544693479936,0.40199999999999997,0.04280949732506199,0.42256599999999994,0.037108415955061695,5.98,0.4280949732506199,47.78,3.412402349653154,csv,dag,10,10,10,ER,ER,0.5980000000000001,0.04280949732506199,47.78,3.412402349653154,47.78,3.412402349653154,4.7780000000000005,0.3412402349653154,4.7780000000000005,0.3412402349653154,4.7780000000000005,0.3412402349653154
dag_10_nodes_10_edges_none_ER,ABAPC,0.31477665693499146,0.05030664825907694,,,,,,,,,0.8189056000000002,0.06020923327930387,0.7416000000000001,0.054374363707278765,0.7781958,0.05629958844619455,2.5840000000000005,0.5437436370727871,21.608,4.631150369130395,csv,dag,10,10,10,ER,ER,0.2584000000000001,0.0543743637072787,21.608,4.631150369130395,21.608,4.631150369130395,2.1608,0.46311503691303946,2.1608,0.46311503691303946,2.1608,0.46311503691303946
dag_10_nodes_10_edges_none_SF,ABAPC-LLM,0.1729093124531209,0.09234508475660973,,,,,,,,,0.8256551666666665,0.13132466131381929,0.4324319333333333,0.10937440013407773,0.5632864666666667,0.1195501680168693,5.247999999999999,1.1191420426222158,9.462,3.8152338753750765,csv,dag,10,10,9,SF,SF,0.583111111111111,0.12434911584691287,9.462,3.8152338753750765,9.462,3.8152338753750765,1.0513333333333332,0.4239148750416752,1.0513333333333332,0.4239148750416752,1.0513333333333332,0.4239148750416752
dag_10_nodes_10_edges_none_SF,ABAPC,0.17576673328876496,0.0954510148418779,,,,,,,,,0.7943215666666668,0.17523774482315185,0.41428059999999994,0.12408591980133486,0.5433899333333334,0.13544046944711327,5.411333333333333,1.2626432699740986,10.839333333333334,5.854764093030052,csv,dag,10,10,9,SF,SF,0.6012592592592593,0.14029369666378874,10.839333333333334,5.854764093030052,10.839333333333334,5.854764093030052,1.2043703703703705,0.6505293436700058,1.2043703703703705,0.6505293436700058,1.2043703703703705,0.6505293436700058
dag_10_nodes_10_edges_none_random,ABAPC-LLM,0.5818042456265539,0.1343375593695861,,,,,,,,,0.6775218333333334,0.10312807234329441,0.4333666666666667,0.11344756647956825,0.5234718666666667,0.11199634307766915,5.766333333333333,1.1667273550784842,18.188333333333333,2.4619698112434123,csv,dag,10,10,10,random,LT,0.5766333333333333,0.11667273550784843,18.188333333333333,2.4619698112434123,18.188333333333333,2.4619698112434123,1.8188333333333333,0.24619698112434124,1.8188333333333333,0.24619698112434124,1.8188333333333333,0.24619698112434124
dag_10_nodes_10_edges_none_random,ABAPC,0.4777113509643823,0.09709584199395223,,,,,,,,,0.6103128999999999,0.10127308771835787,0.4914,0.09583169770860937,0.5428548999999999,0.09357235260988675,5.1659999999999995,1.0458099097574753,13.842,3.1150778809014765,csv,dag,10,10,10,random,LT,0.5166,0.10458099097574754,13.842,3.1150778809014765,13.842,3.1150778809014765,1.3842,0.3115077880901477,1.3842,0.3115077880901477,1.3842,0.3115077880901477
dag_10_nodes_10_edges_semantics_ER,ABAPC-LLM,0.14240524723194536,0.04803799969104605,,,,,,,,,0.6512087000000001,0.05647306871068759,0.45599999999999996,0.052020404160094645,0.5357438,0.05294693889477021,5.48,0.5499536158548617,29.163999999999998,3.204318514576406,csv,dag,10,10,10,ER,ER,0.548,0.054995361585486166,29.163999999999998,3.204318514576406,29.163999999999998,3.204318514576406,2.9164,0.32043185145764064,2.9164,0.32043185145764064,2.9164,0.32043185145764064
dag_10_nodes_10_edges_semantics_ER,ABAPC,0.14411955663003023,0.04883657375391328,,,,,,,,,0.6559230333333333,0.05896878553844132,0.4596,0.056603165700753355,0.5398230666666667,0.057130427143479066,5.444,0.5890705234797045,29.029333333333334,3.5540379130685062,csv,dag,10,10,10,ER,ER,0.5444,0.058907052347970446,29.029333333333334,3.5540379130685062,29.029333333333334,3.5540379130685062,2.9029333333333334,0.3554037913068506,2.9029333333333334,0.3554037913068506,2.9029333333333334,0.3554037913068506
dag_10_nodes_10_edges_semantics_SF,ABAPC-LLM,0.14547360151074823,0.06224526477827685,,,,,,,,,0.8770336666666665,0.0899430545147438,0.6347676333333333,0.09613260908027847,0.7344045000000001,0.09073459279657521,3.4273333333333333,0.9966312873387502,9.704,4.879740337316852,csv,dag,10,10,9,SF,SF,0.38081481481481483,0.11073680970430558,9.704,4.879740337316852,9.704,4.879740337316852,1.0782222222222222,0.5421933708129836,1.0782222222222222,0.5421933708129836,1.0782222222222222,0.5421933708129836
dag_10_nodes_10_edges_semantics_SF,ABAPC,0.14775712147355075,0.06412767138638029,,,,,,,,,0.8717884666666665,0.08256035734316065,0.6281028333333333,0.08723116001119725,0.7274960333333333,0.07803485634695285,3.4873333333333334,0.8769895424669395,10.202666666666666,4.384133627571027,csv,dag,10,10,9,SF,SF,0.3874814814814815,0.09744328249632661,10.202666666666666,4.384133627571027,10.202666666666666,4.384133627571027,1.1336296296296295,0.48712595861900304,1.1336296296296295,0.48712595861900304,1.1336296296296295,0.48712595861900304
dag_10_nodes_10_edges_semantics_random,ABAPC-LLM,0.4205463195219636,0.0740867823138668,,,,,,,,,0.9336960000000001,0.09495116888943173,0.7759999999999999,0.12298996142874793,0.84584,0.1081361509526631,2.3,1.224744871391589,8.28,9.967375353049139,csv,dag,10,10,10,random,LT,0.22999999999999998,0.1224744871391589,8.28,9.967375353049139,8.28,9.967375353049139,0.828,0.9967375353049139,0.828,0.9967375353049139,0.828,0.9967375353049139
dag_10_nodes_10_edges_semantics_random,ABAPC,0.542570446524769,0.1134363467515097,,,,,,,,,0.8446036666666668,0.22125308328404922,0.708,0.21317808977280867,0.7688813333333334,0.21569482001523796,2.9733333333333336,2.12728735104661,14.63,17.288904664257824,csv,dag,10,10,10,random,LT,0.29733333333333334,0.212728735104661,14.63,17.288904664257824,14.63,17.288904664257824,1.463,1.7288904664257825,1.463,1.7288904664257825,1.463,1.7288904664257825
dag_10_nodes_15_edges_degrees_ER,ABAPC-LLM,0.8210820502974093,0.19005277565426046,,,,,,,,,0.7945327999999999,0.0724747657433332,0.5733242666666667,0.047963781183934164,0.665784,0.056091045133939955,6.48,0.7591169234059801,37.358,6.1746714363550375,csv,dag,10,15,15,ER,ER,0.43200000000000005,0.05060779489373201,37.358,6.1746714363550375,37.358,6.1746714363550375,2.490533333333333,0.41164476242366915,2.490533333333333,0.41164476242366915,2.490533333333333,0.41164476242366915
dag_10_nodes_15_edges_degrees_ER,ABAPC,0.8192230964079499,0.13993258976805917,,,,,,,,,0.7524929999999999,0.10184430360373925,0.5473091333333333,0.06742808349403091,0.633427,0.08026163516009022,6.870333333333333,1.1092391316786319,39.83333333333333,8.044403415036747,csv,dag,10,15,15,ER,ER,0.4580222222222222,0.07394927544524213,39.83333333333333,8.044403415036747,39.83333333333333,8.044403415036747,2.6555555555555554,0.5362935610024498,2.6555555555555554,0.5362935610024498,2.6555555555555554,0.5362935610024498
dag_10_nodes_15_edges_degrees_SF,ABAPC-LLM,9.156011578664184,6.873389875610886,,,,,,,,,0.8814734999999999,0.10016249354174446,0.654124,0.09424489280808888,0.7487605,0.08952837454815481,6.12,1.794435844492636,20.85,8.892928858001136,csv,dag,10,15,17,SF,SF,0.36,0.10555504967603742,20.85,8.892928858001136,20.85,8.892928858001136,1.2264705882352942,0.5231134622353609,1.2264705882352942,0.5231134622353609,1.2264705882352942,0.5231134622353609
dag_10_nodes_15_edges_degrees_SF,ABAPC,10.918862155918031,8.592814457506847,,,,,,,,,0.7546191666666668,0.13729493515201385,0.5664699333333334,0.1298849618629349,0.6449943,0.13002865915044928,7.65,2.28403956504564,29.42466666666667,9.405025457428346,csv,dag,10,15,17,SF,SF,0.45,0.13435526853209648,29.42466666666667,9.405025457428346,29.42466666666667,9.405025457428346,1.7308627450980394,0.5532367916134321,1.7308627450980394,0.5532367916134321,1.7308627450980394,0.5532367916134321
dag_10_nodes_15_edges_degrees_random,ABAPC-LLM,1.1882060205563902,0.33787042386870814,,,,,,,,,0.5862510000000001,0.14326552004468301,0.373332,0.08959227813846916,0.45303399999999994,0.10195297857746151,10.06,1.4379690893898995,53.92,8.232191663939606,csv,dag,10,15,15,random,LT,0.6706666666666667,0.09586460595932664,53.92,8.232191663939606,53.92,8.232191663939606,3.594666666666667,0.5488127775959737,3.594666666666667,0.5488127775959737,3.594666666666667,0.5488127775959737
dag_10_nodes_15_edges_degrees_random,ABAPC,1.209565189210698,0.4209711846792921,,,,,,,,,0.507587,0.15676225037896577,0.351999,0.11231623471525498,0.4231632653061224,0.11586730861542575,10.5,1.723191154544974,58.4,11.411594533452298,csv,dag,10,15,15,random,LT,0.7,0.11487941030299827,58.4,11.411594533452298,58.4,11.411594533452298,3.893333333333333,0.7607729688968199,3.893333333333333,0.7607729688968199,3.893333333333333,0.7607729688968199
dag_10_nodes_15_edges_none_ER,ABAPC-LLM,1.566141027873382,0.3552846727500105,,,,,,,,,0.9442866666666666,0.038847323689324205,0.7846751666666666,0.0697398374103626,0.8562714999999999,0.055766931529200536,3.23,1.0459347933005838,13.956666666666667,6.157403412157217,csv,dag,10,15,15,ER,ER,0.21533333333333332,0.06972898622003892,13.956666666666667,6.157403412157217,13.956666666666667,6.157403412157217,0.9304444444444445,0.41049356081048116,0.9304444444444445,0.41049356081048116,0.9304444444444445,0.41049356081048116
dag_10_nodes_15_edges_none_ER,ABAPC,1.7232347146980465,0.3870190587306753,,,,,,,,,0.6573887666666667,0.14814511380734025,0.5415985666666666,0.12247889996170279,0.5931069666666667,0.1318826813922587,6.876,1.8372072861397264,40.703,11.887892185423155,csv,dag,10,15,15,ER,ER,0.45840000000000003,0.12248048574264843,40.703,11.887892185423155,40.703,11.887892185423155,2.7135333333333334,0.792526145694877,2.7135333333333334,0.792526145694877,2.7135333333333334,0.792526145694877
dag_10_nodes_15_edges_none_SF,ABAPC-LLM,2.534377934439108,1.8772598669866782,,,,,,,,,0.7925544999999999,0.1099800606568838,0.5367059666666667,0.08111086568664218,0.6377097,0.08639445264817386,8.416,1.7687029722600776,25.544,9.561426757166164,csv,dag,10,15,17,SF,SF,0.4950588235294118,0.10404135130941633,25.544,9.561426757166164,25.544,9.561426757166164,1.5025882352941178,0.5624368680685978,1.5025882352941178,0.5624368680685978,1.5025882352941178,0.5624368680685978
dag_10_nodes_15_edges_none_SF,ABAPC,2.56927147815004,1.93299205709819,,,,,,,,,0.7978406000000001,0.12249953564943229,0.5420383666666667,0.07706754887662817,0.6429196333333335,0.08589585497939113,8.345333333333333,1.7696709149986871,25.261333333333333,9.45983599499242,csv,dag,10,15,17,SF,SF,0.4909019607843137,0.10409828911756983,25.261333333333333,9.45983599499242,25.261333333333333,9.45983599499242,1.4859607843137255,0.556460940881907,1.4859607843137255,0.556460940881907,1.4859607843137255,0.556460940881907
dag_10_nodes_15_edges_none_random,ABAPC-LLM,4.956988896112889,1.5157536838071088,,,,,,,,,0.8171649999999999,0.12418553156467141,0.623992,0.12490262058328251,0.7061320000000001,0.12465018920718793,5.72,1.9303166706474852,21.57,10.348030474147125,csv,dag,10,15,15,random,LT,0.3813333333333333,0.1286877780431657,21.57,10.348030474147125,21.57,10.348030474147125,1.438,0.689868698276475,1.438,0.689868698276475,1.438,0.689868698276475
dag_10_nodes_15_edges_none_random,ABAPC,4.964581675566733,1.569135547006096,,,,,,,,,0.810886,0.13174925939458032,0.6179929999999999,0.12420088073975406,0.699968,0.1264725443141954,5.81,1.9216542618381736,22.32,11.30908971597987,csv,dag,10,15,15,random,LT,0.3873333333333333,0.1281102841225449,22.32,11.30908971597987,22.32,11.30908971597987,1.488,0.7539393143986579,1.488,0.7539393143986579,1.488,0.7539393143986579
dag_10_nodes_15_edges_semantics_ER,ABAPC-LLM,1.132203295286745,0.21774081882827281,,,,,,,,,0.986695,0.04174658027055287,0.614669,0.08002209891839955,0.754989,0.06587360445797479,5.78,1.2001700559776127,16.69,5.12386373665779,csv,dag,10,15,15,ER,ER,0.38533333333333336,0.08001133706517419,16.69,5.12386373665779,16.69,5.12386373665779,1.1126666666666667,0.341590915777186,1.1126666666666667,0.341590915777186,1.1126666666666667,0.341590915777186
dag_10_nodes_15_edges_semantics_ER,ABAPC,1.2768745044432581,0.2844083982236632,,,,,,,,,0.6325075,0.18602877234188966,0.42573249999999996,0.13497457189188622,0.5077571,0.15400960684350778,8.613999999999999,2.024544292386989,38.812,10.046720248673298,csv,dag,10,15,15,ER,ER,0.5742666666666666,0.13496961949246594,38.812,10.046720248673298,38.812,10.046720248673298,2.5874666666666664,0.6697813499115531,2.5874666666666664,0.6697813499115531,2.5874666666666664,0.6697813499115531
