dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_mean,SID_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_5_nodes_5_edges_degrees_random,MPC,0.0,0.0,3.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.33,0.0,0.2,0.0,0.25,0.0,4.0,0.0,10.0,0.0,19.0,0.0,npy,cpdag,5,5,5,random,LT,0.8,0.0,19.0,0.0,3.8,0.0,2.0,0.0,3.8,0.0
dag_5_nodes_5_edges_degrees_random,MPC-LLM,0.0,0.0,3.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.33,0.0,0.2,0.0,0.25,0.0,4.0,0.0,10.0,0.0,19.0,0.0,npy,cpdag,5,5,5,random,LT,0.8,0.0,19.0,0.0,3.8,0.0,2.0,0.0,3.8,0.0
dag_5_nodes_5_edges_none_ER,MPC,0.01,0.0,4.5,0.51,0.0,0.03,0.9,0.1,0.0,0.03,0.22,0.03,0.2,0.0,0.21,0.01,4.02,0.14,4.06,4.0,17.38,2.55,npy,cpdag,5,5,5,ER,ER,0.8039999999999999,0.028000000000000004,17.38,2.55,3.476,0.51,0.8119999999999999,0.8,3.476,0.51
dag_5_nodes_5_edges_none_ER,MPC-LLM,0.01,0.0,4.5,0.51,0.0,0.03,0.9,0.1,0.0,0.03,0.22,0.03,0.2,0.0,0.21,0.01,4.02,0.14,4.06,4.0,17.38,2.55,npy,cpdag,5,5,5,ER,ER,0.8039999999999999,0.028000000000000004,17.38,2.55,3.476,0.51,0.8119999999999999,0.8,3.476,0.51
dag_5_nodes_5_edges_none_SF,MPC,0.0,0.0,3.02,0.32,0.0,0.04,0.75,0.07,0.0,0.02,0.67,0.08,0.5,0.0,0.57,0.03,3.02,0.14,6.96,1.01,14.96,1.01,npy,cpdag,5,5,4,SF,SF,0.755,0.035,14.96,1.01,3.74,0.2525,1.74,0.2525,3.74,0.2525
dag_5_nodes_5_edges_none_SF,MPC-LLM,0.0,0.0,3.02,0.32,0.0,0.04,0.75,0.07,0.0,0.02,0.67,0.08,0.5,0.0,0.57,0.03,3.02,0.14,6.96,1.01,14.96,1.01,npy,cpdag,5,5,4,SF,SF,0.755,0.035,14.96,1.01,3.74,0.2525,1.74,0.2525,3.74,0.2525
dag_5_nodes_5_edges_none_random,MPC,0.01,0.0,5.02,0.14,0.0,0.02,1.0,0.0,0.0,0.03,0.4,0.01,0.4,0.0,0.4,0.01,2.02,0.14,0.08,0.57,20.0,0.0,npy,cpdag,5,5,5,random,LT,0.404,0.028000000000000004,20.0,0.0,4.0,0.0,0.016,0.11399999999999999,4.0,0.0
dag_5_nodes_5_edges_none_random,MPC-LLM,0.01,0.0,5.02,0.14,0.0,0.02,1.0,0.0,0.0,0.03,0.4,0.01,0.4,0.0,0.4,0.01,2.02,0.14,0.08,0.57,20.0,0.0,npy,cpdag,5,5,5,random,LT,0.404,0.028000000000000004,20.0,0.0,4.0,0.0,0.016,0.11399999999999999,4.0,0.0
dag_5_nodes_5_edges_semantics_ER,MPC,0.01,0.0,4.98,0.14,0.0,0.0,1.0,0.03,0.0,0.0,0.8,0.01,0.8,0.03,0.8,0.02,3.0,0.0,4.94,0.42,15.0,0.0,npy,cpdag,5,5,5,ER,ER,0.6,0.0,15.0,0.0,3.0,0.0,0.9880000000000001,0.08399999999999999,3.0,0.0
dag_5_nodes_5_edges_semantics_ER,MPC-LLM,0.01,0.0,4.98,0.14,0.0,0.0,1.0,0.03,0.0,0.0,0.8,0.01,0.8,0.03,0.8,0.02,3.0,0.0,4.94,0.42,15.0,0.0,npy,cpdag,5,5,5,ER,ER,0.6,0.0,15.0,0.0,3.0,0.0,0.9880000000000001,0.08399999999999999,3.0,0.0
dag_5_nodes_5_edges_semantics_SF,MPC,0.01,0.0,4.02,0.14,0.0,0.03,1.0,0.0,0.0,0.02,0.25,0.01,0.25,0.0,0.25,0.0,2.02,0.14,5.0,0.0,18.0,0.0,npy,cpdag,5,5,4,SF,SF,0.505,0.035,18.0,0.0,4.5,0.0,1.25,0.0,4.5,0.0
dag_5_nodes_5_edges_semantics_SF,MPC-LLM,0.01,0.0,4.02,0.14,0.0,0.03,1.0,0.0,0.0,0.02,0.25,0.01,0.25,0.0,0.25,0.0,2.02,0.14,5.0,0.0,18.0,0.0,npy,cpdag,5,5,4,SF,SF,0.505,0.035,18.0,0.0,4.5,0.0,1.25,0.0,4.5,0.0
dag_5_nodes_5_edges_semantics_random,MPC,0.01,0.0,5.0,0.2,0.0,0.02,1.0,0.03,0.0,0.03,0.8,0.03,0.8,0.0,0.8,0.02,3.02,0.14,0.02,0.14,18.92,0.57,npy,cpdag,5,5,5,random,LT,0.604,0.028000000000000004,18.92,0.57,3.7840000000000003,0.11399999999999999,0.004,0.028000000000000004,3.7840000000000003,0.11399999999999999
dag_5_nodes_5_edges_semantics_random,MPC-LLM,0.01,0.0,5.0,0.2,0.0,0.02,1.0,0.03,0.0,0.03,0.8,0.03,0.8,0.0,0.8,0.02,3.02,0.14,0.02,0.14,18.92,0.57,npy,cpdag,5,5,5,random,LT,0.604,0.028000000000000004,18.92,0.57,3.7840000000000003,0.11399999999999999,0.004,0.028000000000000004,3.7840000000000003,0.11399999999999999
dag_5_nodes_7_edges_degrees_ER,MPC,0.01,0.0,6.6,0.53,0.0,0.02,0.94,0.07,0.01,0.05,0.3,0.02,0.29,0.0,0.29,0.01,4.44,0.5,0.42,0.5,19.92,0.57,npy,cpdag,5,7,7,ER,ER,0.6342857142857143,0.07142857142857142,19.92,0.57,2.845714285714286,0.08142857142857142,0.06,0.07142857142857142,2.845714285714286,0.08142857142857142
dag_5_nodes_7_edges_degrees_ER,MPC-LLM,0.01,0.0,6.6,0.53,0.0,0.02,0.94,0.07,0.01,0.05,0.3,0.02,0.29,0.0,0.29,0.01,4.44,0.5,0.42,0.5,19.92,0.57,npy,cpdag,5,7,7,ER,ER,0.6342857142857143,0.07142857142857142,19.92,0.57,2.845714285714286,0.08142857142857142,0.06,0.07142857142857142,2.845714285714286,0.08142857142857142
dag_5_nodes_7_edges_degrees_SF,MPC,0.0,0.0,3.04,0.2,0.01,0.05,0.75,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.2,6.08,0.57,15.08,0.57,npy,cpdag,5,7,4,SF,SF,0.76,0.05,15.08,0.57,3.77,0.1425,1.52,0.1425,3.77,0.1425
dag_5_nodes_7_edges_degrees_SF,MPC-LLM,0.0,0.0,3.04,0.2,0.01,0.05,0.75,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.2,6.08,0.57,15.08,0.57,npy,cpdag,5,7,4,SF,SF,0.76,0.05,15.08,0.57,3.77,0.1425,1.52,0.1425,3.77,0.1425
dag_5_nodes_7_edges_degrees_random,MPC,0.01,0.0,4.62,0.64,0.07,0.09,0.61,0.07,0.11,0.16,0.01,0.04,0.01,0.03,0.16,0.01,3.06,0.74,11.24,2.62,20.0,0.0,npy,cpdag,5,7,7,random,LT,0.43714285714285717,0.10571428571428572,20.0,0.0,2.857142857142857,0.0,1.6057142857142856,0.3742857142857143,2.857142857142857,0.0
dag_5_nodes_7_edges_degrees_random,MPC-LLM,0.01,0.0,4.62,0.64,0.07,0.09,0.61,0.07,0.11,0.16,0.01,0.04,0.01,0.03,0.16,0.01,3.06,0.74,11.24,2.62,20.0,0.0,npy,cpdag,5,7,7,random,LT,0.43714285714285717,0.10571428571428572,20.0,0.0,2.857142857142857,0.0,1.6057142857142856,0.3742857142857143,2.857142857142857,0.0
dag_5_nodes_7_edges_none_ER,MPC,0.01,0.0,6.38,0.57,0.0,0.02,0.91,0.08,0.01,0.05,0.16,0.01,0.14,0.0,0.15,0.01,0.66,0.59,4.7,3.94,16.02,0.14,npy,cpdag,5,7,7,ER,ER,0.09428571428571429,0.08428571428571428,16.02,0.14,2.2885714285714287,0.02,0.6714285714285715,0.5628571428571428,2.2885714285714287,0.02
dag_5_nodes_7_edges_none_ER,MPC-LLM,0.01,0.0,6.38,0.57,0.0,0.02,0.91,0.08,0.01,0.05,0.16,0.01,0.14,0.0,0.15,0.01,0.66,0.59,4.7,3.94,16.02,0.14,npy,cpdag,5,7,7,ER,ER,0.09428571428571429,0.08428571428571428,16.02,0.14,2.2885714285714287,0.02,0.6714285714285715,0.5628571428571428,2.2885714285714287,0.02
dag_5_nodes_7_edges_none_SF,MPC,0.0,0.0,2.24,0.43,0.01,0.05,0.56,0.1,0.0,0.02,0.53,0.08,0.3,0.1,0.38,0.1,3.02,0.14,3.72,1.39,11.66,1.48,npy,cpdag,5,7,4,SF,SF,0.755,0.035,11.66,1.48,2.915,0.37,0.93,0.3475,2.915,0.37
dag_5_nodes_7_edges_none_SF,MPC-LLM,0.0,0.0,2.24,0.43,0.01,0.05,0.56,0.1,0.0,0.02,0.53,0.08,0.3,0.1,0.38,0.1,3.02,0.14,3.72,1.39,11.66,1.48,npy,cpdag,5,7,4,SF,SF,0.755,0.035,11.66,1.48,2.915,0.37,0.93,0.3475,2.915,0.37
dag_5_nodes_7_edges_none_random,MPC,0.01,0.0,6.5,0.65,0.0,0.02,0.93,0.09,0.01,0.05,0.69,0.03,0.64,0.09,0.66,0.06,2.42,0.57,3.8,1.86,19.24,0.66,npy,cpdag,5,7,7,random,LT,0.3457142857142857,0.08142857142857142,19.24,0.66,2.748571428571428,0.09428571428571429,0.5428571428571428,0.26571428571428574,2.748571428571428,0.09428571428571429
dag_5_nodes_7_edges_none_random,MPC-LLM,0.01,0.0,6.5,0.65,0.0,0.02,0.93,0.09,0.01,0.05,0.69,0.03,0.64,0.09,0.66,0.06,2.42,0.57,3.8,1.86,19.24,0.66,npy,cpdag,5,7,7,random,LT,0.3457142857142857,0.08142857142857142,19.24,0.66,2.748571428571428,0.09428571428571429,0.5428571428571428,0.26571428571428574,2.748571428571428,0.09428571428571429
dag_5_nodes_7_edges_semantics_ER,MPC,0.01,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.29,0.0,0.29,0.0,4.0,0.0,8.0,0.0,20.0,0.0,npy,cpdag,5,7,7,ER,ER,0.5714285714285714,0.0,20.0,0.0,2.857142857142857,0.0,1.1428571428571428,0.0,2.857142857142857,0.0
dag_5_nodes_7_edges_semantics_ER,MPC-LLM,0.01,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.29,0.0,0.29,0.0,4.0,0.0,8.0,0.0,20.0,0.0,npy,cpdag,5,7,7,ER,ER,0.5714285714285714,0.0,20.0,0.0,2.857142857142857,0.0,1.1428571428571428,0.0,2.857142857142857,0.0
dag_5_nodes_7_edges_semantics_SF,MPC,0.0,0.0,3.28,0.54,0.0,0.0,0.82,0.13,0.0,0.0,0.69,0.05,0.57,0.13,0.62,0.1,2.06,0.24,4.04,2.81,13.9,1.52,npy,cpdag,5,7,4,SF,SF,0.515,0.06,13.9,1.52,3.475,0.38,1.01,0.7025,3.475,0.38
dag_5_nodes_7_edges_semantics_SF,MPC-LLM,0.0,0.0,3.28,0.54,0.0,0.0,0.82,0.13,0.0,0.0,0.69,0.05,0.57,0.13,0.62,0.1,2.06,0.24,4.04,2.81,13.9,1.52,npy,cpdag,5,7,4,SF,SF,0.515,0.06,13.9,1.52,3.475,0.38,1.01,0.7025,3.475,0.38
dag_5_nodes_7_edges_semantics_random,MPC,0.01,0.0,5.54,0.5,0.0,0.0,0.79,0.07,0.0,0.0,0.54,0.06,0.42,0.03,0.47,0.03,1.46,0.5,6.48,3.93,20.0,0.0,npy,cpdag,5,7,7,random,LT,0.20857142857142857,0.07142857142857142,20.0,0.0,2.857142857142857,0.0,0.9257142857142858,0.5614285714285715,2.857142857142857,0.0
dag_5_nodes_7_edges_semantics_random,MPC-LLM,0.01,0.0,5.54,0.5,0.0,0.0,0.79,0.07,0.0,0.0,0.54,0.06,0.42,0.03,0.47,0.03,1.46,0.5,6.48,3.93,20.0,0.0,npy,cpdag,5,7,7,random,LT,0.20857142857142857,0.07142857142857142,20.0,0.0,2.857142857142857,0.0,0.9257142857142858,0.5614285714285715,2.857142857142857,0.0
dag_10_nodes_10_edges_degrees_ER,ABAPC-LLM,0.2635925196390599,0.060302052559776935,,,,,,,,,0.646016,0.04537817222283984,0.574,0.06642473107178667,0.60696,0.054037991170989313,2.124,0.7686617047352695,12.328,4.343187957325018,30.38,1.4412296337304675,csv,cpdag,10,10,10,ER,ER,0.2124,0.07686617047352695,30.38,1.4412296337304675,3.038,0.14412296337304675,1.2328,0.43431879573250176,3.038,0.14412296337304675
dag_10_nodes_10_edges_degrees_ER,ABAPC,0.26162962200120093,0.06019759014943914,,,,,,,,,0.646016,0.04537817222283984,0.574,0.06642473107178667,0.60696,0.054037991170989313,2.216,0.9051688307961658,12.443999999999999,4.478026168675987,30.236000000000004,1.5357986687780427,csv,cpdag,10,10,10,ER,ER,0.22160000000000002,0.09051688307961658,30.236000000000004,1.5357986687780427,3.0236000000000005,0.15357986687780428,1.2444,0.4478026168675987,3.0236000000000005,0.15357986687780428
dag_10_nodes_10_edges_degrees_SF,ABAPC-LLM,0.21489120358601213,0.10509490668220596,,,,,,,,,0.851841,0.03385367325501241,0.7055850000000001,0.05526585491411274,0.7707450000000001,0.0391270304943542,1.79,0.5897941529526576,1.66,0.47851812069840644,8.63,0.5607029116225818,csv,cpdag,10,10,9,SF,SF,0.1988888888888889,0.0655326836614064,8.63,0.5607029116225818,0.958888888888889,0.0623003235136202,0.18444444444444444,0.05316868007760071,0.958888888888889,0.0623003235136202
dag_10_nodes_10_edges_degrees_SF,ABAPC,0.21924433537758886,0.10776077390080951,,,,,,,,,0.8511743999999999,0.034546262868855745,0.7049184,0.05387689623955864,0.7700784000000002,0.03831414804279091,1.784,0.5839205984602037,1.66,0.47851812069840644,8.648,0.5023373937333923,csv,cpdag,10,10,9,SF,SF,0.19822222222222222,0.06488006649557819,8.648,0.5023373937333923,0.9608888888888889,0.05581526597037692,0.18444444444444444,0.05316868007760071,0.9608888888888889,0.05581526597037692
dag_10_nodes_10_edges_degrees_random,ABAPC-LLM,0.14165694825351235,0.0571602317944594,,,,,,,,,0.7957742333333333,0.1734057986955039,0.5091333333333332,0.1539959948826894,0.6178454666666667,0.1629122512734095,6.233333333333333,1.613172112032237,13.803666666666665,4.68427592373733,30.185666666666663,6.644930560524693,csv,cpdag,10,10,10,random,LT,0.6233333333333333,0.1613172112032237,30.185666666666663,6.644930560524693,3.018566666666666,0.6644930560524693,1.3803666666666665,0.468427592373733,3.018566666666666,0.6644930560524693
dag_10_nodes_10_edges_degrees_random,ABAPC,0.14055420760065312,0.058465954669810916,,,,,,,,,0.7909550999999999,0.1770587383814611,0.5086666666666667,0.15441389443198042,0.6161390666666666,0.1642660908974388,6.391,1.5831926539722943,15.104666666666665,5.539616177343901,29.95333333333333,6.681524260220065,csv,cpdag,10,10,10,random,LT,0.6391,0.15831926539722943,29.95333333333333,6.681524260220065,2.995333333333333,0.6681524260220064,1.5104666666666664,0.5539616177343901,2.995333333333333,0.6681524260220064
dag_10_nodes_10_edges_none_ER,ABAPC-LLM,0.5382291083224118,0.0774251521854598,,,,,,,,,0.5385319999999999,0.05319565134904337,0.486,0.06064281507654607,0.5107259999999999,0.05717548286474131,7.76,0.5554920598635309,38.34,3.3479204632982884,48.54,1.6062378404209015,csv,cpdag,10,10,10,ER,ER,0.776,0.05554920598635309,48.54,1.6062378404209015,4.854,0.16062378404209016,3.8340000000000005,0.33479204632982884,4.854,0.16062378404209016
dag_10_nodes_10_edges_none_ER,ABAPC,0.31477665693499146,0.05030664825907694,,,,,,,,,0.8460139999999999,0.06010544139854794,0.7659999999999998,0.051941882750565334,0.803878,0.05497691645460975,1.9,1.0546302185881,12.88,7.463215917869099,28.2,5.364280958719597,csv,cpdag,10,10,10,ER,ER,0.19,0.10546302185881,28.2,5.364280958719597,2.82,0.5364280958719597,1.288,0.7463215917869099,2.82,0.5364280958719597
dag_10_nodes_10_edges_none_SF,ABAPC-LLM,0.1729093124531209,0.09234508475660973,,,,,,,,,0.7272659999999999,0.14681404538547727,0.3833095,0.11230037793315112,0.4983965000000001,0.12737561705704614,5.7620000000000005,1.2778952721293761,7.667999999999999,3.888362542935795,12.064,5.954307650082983,csv,cpdag,10,10,9,SF,SF,0.6402222222222222,0.1419883635699307,12.064,5.954307650082983,1.3404444444444445,0.6615897388981092,0.8519999999999999,0.43204028254842164,1.3404444444444445,0.6615897388981092
dag_10_nodes_10_edges_none_SF,ABAPC,0.17576673328876496,0.0954510148418779,,,,,,,,,0.7039319999999999,0.17965122950100978,0.3690867,0.12339360379186962,0.4905972448979592,0.12810301159719906,5.917999999999999,1.437641208681067,8.668,4.9322942461507955,13.464,7.690804474785962,csv,cpdag,10,10,9,SF,SF,0.6575555555555554,0.15973791207567412,13.464,7.690804474785962,1.496,0.8545338305317736,0.963111111111111,0.548032694016755,1.496,0.8545338305317736
dag_10_nodes_10_edges_none_random,ABAPC-LLM,0.5818042456265539,0.1343375593695861,,,,,,,,,0.6137200666666668,0.0795258062609032,0.39,0.09529760045804524,0.47172240000000004,0.08847923188949541,5.201333333333333,1.524478424616164,14.741333333333332,2.480230769747407,25.297333333333334,5.412125631845152,csv,cpdag,10,10,10,random,LT,0.5201333333333333,0.1524478424616164,25.297333333333334,5.412125631845152,2.5297333333333336,0.5412125631845152,1.474133333333333,0.24802307697474069,2.5297333333333336,0.5412125631845152
dag_10_nodes_10_edges_none_random,ABAPC,0.4777113509643823,0.09709584199395223,,,,,,,,,0.5278016,0.08620642315573777,0.4264,0.09030017967301944,0.4702628000000001,0.0850159478926256,4.1160000000000005,0.9098912247166288,9.192,2.74165449824647,17.432000000000002,2.4228032339016066,csv,cpdag,10,10,10,random,LT,0.4116000000000001,0.09098912247166288,17.432000000000002,2.4228032339016066,1.7432000000000003,0.24228032339016065,0.9192,0.27416544982464697,1.7432000000000003,0.24228032339016065
dag_10_nodes_10_edges_semantics_ER,ABAPC-LLM,0.14240524723194536,0.04803799969104605,,,,,,,,,0.7102280000000002,0.025597018640171883,0.498,0.04733726150223111,0.5847720000000001,0.04137463503754196,4.3,0.9091372900969897,18.94,4.661654256609263,41.68,4.942279074372429,csv,cpdag,10,10,10,ER,ER,0.43,0.09091372900969898,41.68,4.942279074372429,4.168,0.49422790743724293,1.8940000000000001,0.46616542566092634,4.168,0.49422790743724293
dag_10_nodes_10_edges_semantics_ER,ABAPC,0.14411955663003023,0.04883657375391328,,,,,,,,,0.7102280000000002,0.025597018640171883,0.498,0.04733726150223111,0.5847720000000001,0.041374635037541956,4.3,0.9091372900969897,18.94,4.661654256609263,41.68,4.942279074372429,csv,cpdag,10,10,10,ER,ER,0.43,0.09091372900969898,41.68,4.942279074372429,4.168,0.49422790743724293,1.8940000000000001,0.46616542566092634,4.168,0.49422790743724293
dag_10_nodes_10_edges_semantics_SF,ABAPC-LLM,0.14547360151074823,0.06224526477827685,,,,,,,,,0.9575195999999999,0.09102562783241715,0.6912874666666666,0.09074972545715362,0.8005290666666666,0.08388063830021082,3.0506666666666664,1.1759155259894472,7.786666666666667,4.469478250049372,12.286666666666665,7.506915934528144,csv,cpdag,10,10,9,SF,SF,0.3389629629629629,0.13065728066549412,12.286666666666665,7.506915934528144,1.365185185185185,0.8341017705031271,0.8651851851851853,0.4966086944499302,1.365185185185185,0.8341017705031271
dag_10_nodes_10_edges_semantics_SF,ABAPC,0.14775712147355075,0.06412767138638029,,,,,,,,,0.9493016,0.08477371587650387,0.6831387999999999,0.085870934039501,0.7916823999999998,0.07632004937747087,3.0839999999999996,1.050628577644481,7.0,2.449489742783178,12.46,5.635927028394509,csv,cpdag,10,10,9,SF,SF,0.3426666666666666,0.11673650862716456,12.46,5.635927028394509,1.3844444444444446,0.6262141142660566,0.7777777777777778,0.2721655269759087,1.3844444444444446,0.6262141142660566
dag_10_nodes_10_edges_semantics_random,ABAPC-LLM,0.4205463195219636,0.0740867823138668,,,,,,,,,0.814748,0.09083106373248917,0.6779999999999999,0.11743865094036919,0.738588,0.10423858845192112,3.02,1.7669297711925427,8.12,9.51827458210826,33.96,11.295583388282017,csv,cpdag,10,10,10,random,LT,0.302,0.17669297711925427,33.96,11.295583388282017,3.396,1.1295583388282018,0.8119999999999999,0.951827458210826,3.396,1.1295583388282018
dag_10_nodes_10_edges_semantics_random,ABAPC,0.542570446524769,0.1134363467515097,,,,,,,,,0.7782006666666667,0.13284116514949967,0.65,0.14906169110506576,0.7069726666666668,0.14141310744020757,3.243333333333333,1.88207019226616,9.48,10.272292830717005,35.34,12.001037370126953,csv,cpdag,10,10,10,random,LT,0.3243333333333333,0.188207019226616,35.34,12.001037370126953,3.5340000000000003,1.2001037370126952,0.9480000000000001,1.0272292830717005,3.5340000000000003,1.2001037370126952
dag_10_nodes_15_edges_degrees_ER,ABAPC-LLM,0.8210820502974093,0.19005277565426046,,,,,,,,,0.7239024000000001,0.057948146791518974,0.5223776000000001,0.0364947302072225,0.6066344000000001,0.043343880586843284,7.224,1.2132869842384566,30.951999999999998,9.086483345708434,44.448,5.736607829349597,csv,cpdag,10,15,15,ER,ER,0.48160000000000003,0.08088579894923044,44.448,5.736607829349597,2.9632,0.3824405219566398,2.0634666666666663,0.6057655563805623,2.9632,0.3824405219566398
dag_10_nodes_15_edges_degrees_ER,ABAPC,0.8192230964079499,0.13993258976805917,,,,,,,,,0.7035984000000001,0.07077573812820208,0.5117216,0.04126308204975602,0.5922644,0.05155714979060238,7.544,1.3080847504216668,31.831999999999997,9.121793593770192,47.588,8.161473456404293,csv,cpdag,10,15,15,ER,ER,0.5029333333333333,0.08720565002811112,47.588,8.161473456404293,3.1725333333333334,0.5440982304269528,2.122133333333333,0.6081195729180128,3.1725333333333334,0.5440982304269528
dag_10_nodes_15_edges_degrees_SF,ABAPC-LLM,9.156011578664184,6.873389875610886,,,,,,,,,0.7563295000000001,0.07051911299934428,0.5635255,0.08679865577964363,0.64408,0.0784305295097749,6.86,2.077675310022611,15.65,6.403323435561269,32.81,7.826492163915883,csv,cpdag,10,15,17,SF,SF,0.4035294117647059,0.1222161947072124,32.81,7.826492163915883,1.9300000000000002,0.4603818919950519,0.9205882352941177,0.37666608444478056,1.9300000000000002,0.4603818919950519
dag_10_nodes_15_edges_degrees_SF,ABAPC,10.918862155918031,8.592814457506847,,,,,,,,,0.7172582,0.09924751379582795,0.5381212,0.10321445211336067,0.6129208,0.09889259851052182,7.732,2.3920309874451795,18.642,8.462404010247505,34.912,8.88816319033124,csv,cpdag,10,15,17,SF,SF,0.45482352941176474,0.1407077051438341,34.912,8.88816319033124,2.0536470588235294,0.522833128843014,1.0965882352941176,0.4977884711910297,2.0536470588235294,0.522833128843014
dag_10_nodes_15_edges_degrees_random,ABAPC-LLM,1.1882060205563902,0.33787042386870814,,,,,,,,,0.617706,0.14130220965385226,0.3933340000000001,0.08754868175792839,0.47719899999999993,0.09769290727392983,11.94,1.405673634720001,44.83,9.344653606228974,62.08,6.784857088714966,csv,cpdag,10,15,15,random,LT,0.7959999999999999,0.09371157564800006,62.08,6.784857088714966,4.1386666666666665,0.452323805914331,2.9886666666666666,0.6229769070819315,4.1386666666666665,0.452323805914331
dag_10_nodes_15_edges_degrees_random,ABAPC,1.209565189210698,0.4209711846792921,,,,,,,,,0.554332,0.15424671919905936,0.38400200000000007,0.11152569117399243,0.46177142857142855,0.11044115514607769,12.58,1.3715773728798235,52.8,10.825140805984361,63.68,9.103576332453983,csv,cpdag,10,15,15,random,LT,0.8386666666666667,0.09143849152532156,63.68,9.103576332453983,4.245333333333333,0.6069050888302655,3.52,0.7216760537322907,4.245333333333333,0.6069050888302655
dag_10_nodes_15_edges_none_ER,ABAPC-LLM,1.566141027873382,0.3552846727500105,,,,,,,,,0.766806,0.035359508780870956,0.636685,0.05051133460392219,0.6950360000000001,0.04097748391196199,2.75,1.10771874423363,7.95,3.519986665095335,45.29,1.9589928691101683,csv,cpdag,10,15,15,ER,ER,0.18333333333333332,0.07384791628224201,45.29,1.9589928691101683,3.0193333333333334,0.13059952460734456,0.53,0.23466577767302235,3.0193333333333334,0.13059952460734456
dag_10_nodes_15_edges_none_ER,ABAPC,1.7232347146980465,0.3870190587306753,,,,,,,,,0.588872,0.1457107184997531,0.484679,0.1172694864752262,0.530906,0.12736747479923866,6.95,2.317304028215476,30.75,11.404550649201576,59.67,8.697648051781186,csv,cpdag,10,15,15,ER,ER,0.4633333333333333,0.15448693521436507,59.67,8.697648051781186,3.978,0.5798432034520791,2.05,0.7603033766134384,3.978,0.5798432034520791
dag_10_nodes_15_edges_none_SF,ABAPC-LLM,2.534377934439108,1.8772598669866782,,,,,,,,,0.7998968000000001,0.11828137420333167,0.5430568,0.09267469877821374,0.6445772000000001,0.09798666831518564,8.008,2.201654294536965,16.208000000000002,7.600425337184916,33.548,10.06134733542589,csv,cpdag,10,15,17,SF,SF,0.4710588235294117,0.12950907614923324,33.548,10.06134733542589,1.9734117647058824,0.5918439609074052,0.9534117647058825,0.44708384336381857,1.9734117647058824,0.5918439609074052
dag_10_nodes_15_edges_none_SF,ABAPC,2.56927147815004,1.93299205709819,,,,,,,,,0.7890775999999998,0.1248530354106992,0.5390596,0.09461563442363927,0.6379843999999999,0.10085589406673268,8.136,2.2972707853504097,16.456,7.455340778425154,34.636,10.721231272573126,csv,cpdag,10,15,17,SF,SF,0.4785882352941176,0.13513357560884764,34.636,10.721231272573126,2.0374117647058827,0.6306606630925369,0.968,0.4385494575544208,2.0374117647058827,0.6306606630925369
dag_10_nodes_15_edges_none_random,ABAPC-LLM,4.956988896112889,1.5157536838071088,,,,,,,,,0.623283,0.10548009465471363,0.475996,0.10257759623319114,0.5385840000000001,0.1033262188114786,7.26,2.371686732935797,19.29,8.090111121559683,35.35,7.151601790037341,csv,cpdag,10,15,15,random,LT,0.484,0.15811244886238646,35.35,7.151601790037341,2.356666666666667,0.47677345266915605,1.286,0.5393407414373123,2.356666666666667,0.47677345266915605
dag_10_nodes_15_edges_none_random,ABAPC,4.964581675566733,1.569135547006096,,,,,,,,,0.613382,0.11238199559846708,0.46799799999999997,0.10475024619327164,0.529804,0.10732610797499938,7.29,2.3820973437502593,19.54,8.02854600911075,35.93,7.888256577770192,csv,cpdag,10,15,15,random,LT,0.486,0.1588064895833506,35.93,7.888256577770192,2.3953333333333333,0.5258837718513462,1.3026666666666666,0.5352364006073833,2.3953333333333333,0.5258837718513462
dag_10_nodes_15_edges_semantics_ER,ABAPC-LLM,1.132203295286745,0.21774081882827281,,,,,,,,,0.6613880000000001,0.10358037279606319,0.4153339999999999,0.09693583320518617,0.5085850000000001,0.10100214195041325,7.76,1.8796439089598316,16.69,5.12386373665779,45.95,6.886284801498332,csv,cpdag,10,15,15,ER,ER,0.5173333333333333,0.12530959393065544,45.95,6.886284801498332,3.0633333333333335,0.45908565343322216,1.1126666666666667,0.341590915777186,3.0633333333333335,0.45908565343322216
